1.54E+12,26246,5148120,4264189,3572361,4526722,4913727,5007310,8179967,5593668
1.54E+12,26247,5148448,4264057,3572506,4526821,4913602,5006291,8180299,5593556
1.54E+12,26248,5147913,4264084,3571852,4526128,4915248,5006393,8179374,5593236
1.54E+12,26249,5147661,4263834,3571894,4526249,4911644,5005031,8179410,5592999
1.54E+12,26250,5147970,4263626,3571838,4525321,4908417,5005120,8180224,5593012
1.54E+12,26251,5148221,4263782,3571960,4525734,4907562,5004378,8179844,5593405
1.54E+12,26256,5148135,4263597,3572572,4525634,4908852,5004940,8180130,5592797
1.54E+12,26257,5147596,4263453,3572067,4525228,4905811,5004685,8180263,5593324
1.54E+12,26258,5147992,4263776,3572393,4525124,4903123,5003908,8180228,5592911
1.54E+12,26259,5147592,4263956,3572067,4525838,4901919,5004491,8180604,5593292
1.54E+12,26260,5148073,4263369,3572194,4525527,4901902,5004614,8181221,5593338
1.54E+12,26261,5147703,4263610,3572870,4525348,4900904,5003844,8181448,5592968
1.54E+12,26262,5148519,4263833,3572153,4525434,4900150,5004137,8181242,5593426
1.54E+12,26263,5147851,4263860,3572152,4525939,4899706,5003741,8180785,5593311
1.54E+12,26264,5147771,4263852,3571715,4525798,4897541,5004195,8181147,5593452
1.54E+12,26265,5147909,4263978,3571998,4525517,4896129,5004590,8180988,5592714
1.54E+12,26266,5147721,4263578,3572303,4525238,4895857,5003495,8180580,5592514
1.54E+12,26267,5147934,4263528,3572040,4524579,4895740,5003417,8181731,5592018
1.54E+12,26268,5147124,4262993,3571915,4524695,4884735,5003500,8180847,5591658
1.54E+12,26269,5147456,4261935,3571166,4524297,4888625,5004335,8181307,5590049
1.54E+12,26270,5148508,4260693,3571266,4523241,4833716,5004980,8181955,5587110
1.54E+12,26271,5147802,4259974,3571152,4522250,4783015,5004935,8180351,5578612
1.54E+12,26272,5147055,4260313,3570452,4520767,4717617,5006932,8180367,5571777
1.54E+12,26273,5147035,4260815,3570682,4521205,4691618,5007741,8182095,5572432
1.54E+12,26274,5147051,4260752,3570747,4520614,4689994,5008434,8182072,5573301
1.54E+12,26275,5147608,4260915,3570632,4521796,4691645,5008981,8182646,5574022
1.54E+12,26276,5147786,4260882,3571567,4521119,4694225,5010196,8182588,5574564
1.54E+12,26277,5148355,4261285,3571327,4521713,4698146,5010327,8183340,5574856
1.54E+12,26278,5148207,4262044,3571430,4521477,4703487,5010743,8183201,5574936
1.54E+12,26279,5147703,4262023,3571593,4522270,4704922,5011128,8183119,5575840
1.54E+12,26280,5148576,4261743,3571371,4521601,4707399,5011369,8183358,5575203
1.54E+12,26281,5148612,4261738,3571565,4520733,4710041,5011797,8182856,5575737
1.54E+12,26282,5148430,4261689,3571997,4522476,4713060,5012116,8182424,5575792
1.54E+12,26283,5148164,4262072,3571619,4521696,4714491,5012072,8182105,5575166
1.54E+12,26284,5148369,4261939,3571315,4522977,4716078,5012215,8183024,5575541
1.54E+12,26285,5148218,4262007,3571592,4522154,4715892,5012308,8183169,5575628
1.54E+12,26286,5148448,4262099,3571084,4522318,4717135,5011497,8181492,5575370
1.54E+12,26287,5148430,4262601,3571140,4523016,4716417,5012294,8181699,5575600
1.54E+12,26288,5148309,4262765,3571390,4523138,4725319,5013354,8183009,5578429
1.54E+12,26289,5149817,4262151,3571686,4524086,4735623,5015305,8185154,5581598
1.54E+12,26290,5149746,4262448,3572906,4524611,4749094,5016012,8187954,5585443
1.54E+12,26291,5150216,4264120,3572931,4525204,4814912,5015720,8188039,5592014
1.54E+12,26292,5149742,4264685,3573304,4527805,4878849,5012356,8186414,5596547
1.54E+12,26293,5149435,4264787,3573357,4527910,4912355,5011305,8184629,5596243
1.54E+12,26294,5149024,4265107,3572675,4527055,4917425,5010158,8182435,5595885
1.54E+12,26295,5148913,4264722,3572812,4526551,4916187,5009442,8181972,5594711
1.54E+12,26296,5148291,4264833,3572461,4527000,4913792,5008136,8181479,5594455
1.54E+12,26297,5148908,4264505,3572470,4526215,4911306,5007804,8181189,5594339
1.54E+12,26298,5148790,4264469,3572557,4526825,4910830,5007194,8181125,5594102
1.54E+12,26299,5148414,4264564,3571749,4526250,4909350,5006306,8180813,5593795
1.54E+12,26300,5148502,4264372,3572113,4526767,4907777,5006188,8180084,5593428
1.54E+12,26301,5147862,4264353,3572289,4526932,4903594,5005778,8180616,5593475
1.54E+12,26302,5147765,4264153,3572649,4525801,4903360,5005528,8180597,5593365
1.54E+12,26303,5147581,4264146,3571726,4525820,4901021,5005004,8180420,5592980
1.54E+12,26304,5147625,4263389,3572664,4525998,4898444,5004746,8180364,5592965
1.54E+12,26305,5148386,4263821,3572000,4526643,4895541,5004916,8180735,5593007
1.54E+12,26306,5148178,4264030,3572039,4525981,4894070,5004786,8181051,5592957
1.54E+12,26307,5148098,4263687,3572137,4525657,4893355,5004463,8181245,5592956
1.54E+12,26308,5148451,4263724,3572146,4526925,4894808,5004283,8180980,5593489
1.54E+12,26309,5147959,4263672,3571856,4526470,4894489,5004180,8181076,5593609
1.54E+12,26310,5148397,4263894,3572157,4526967,4892742,5004634,8181262,5593447
1.54E+12,26311,5147660,4263987,3572533,4526206,4890507,5004615,8180911,5593279
1.54E+12,26312,5147728,4263982,3572260,4525984,4890142,5003815,8181504,5593654
1.54E+12,26313,5147718,4263852,3572434,4525504,4884149,5003957,8181375,5593393
1.54E+12,26314,5147578,4263700,3572514,4526142,4885359,5003787,8182007,5593670
1.54E+12,26315,5147369,4263385,3571623,4526136,4884365,5003397,8181835,5592916
1.54E+12,26316,5147385,4263384,3572200,4525565,4884997,5003689,8181592,5592308
1.54E+12,26317,5147871,4262985,3571814,4525617,4877247,5003222,8180947,5591252
1.54E+12,26318,5147835,4261991,3570512,4524390,4905134,5004526,8181703,5590191
1.54E+12,26319,5148111,4260648,3570718,4522679,4824035,5004304,8181599,5586582
1.54E+12,26324,5146751,4260201,3570999,4521658,4779323,5004423,8180196,5576928
1.54E+12,26325,5147071,4260507,3571325,4520529,4715062,5006142,8181557,5572689
1.54E+12,26326,5147217,4260897,3571258,4521514,4701287,5007422,8182863,5573103
1.54E+12,26327,5147398,4261446,3571249,4521555,4698206,5008822,8182685,5574061
1.54E+12,26328,5147207,4261374,3571326,4521238,4700712,5008982,8183000,5573864
1.54E+12,26329,5147756,4261550,3571257,4522061,4703831,5009573,8183463,5574160
1.54E+12,26330,5147605,4261780,3571475,4521340,4706770,5009622,8183328,5574475
1.54E+12,26331,5147970,4262021,3571048,4522483,4709841,5010525,8183444,5575236
1.54E+12,26332,5147577,4262224,3570762,4521810,4712368,5010450,8183483,5575219
1.54E+12,26333,5147552,4261784,3571135,4522107,4713646,5011336,8183494,5575500
1.54E+12,26334,5148101,4261875,3570989,4521976,4715932,5011358,8183177,5575521
1.54E+12,26335,5148447,4261550,3571760,4522907,4718085,5011287,8182782,5575306
1.54E+12,26336,5147865,4262414,3571973,4521962,4718292,5011848,8182267,5575481
1.54E+12,26337,5148281,4262142,3571682,4521755,4720876,5011760,8182439,5575244
1.54E+12,26338,5148122,4262471,3572280,4522046,4718481,5011638,8182641,5575408
1.54E+12,26339,5148362,4261979,3571847,4523310,4721981,5011896,8181997,5575482
1.54E+12,26340,5148130,4262438,3571964,4522306,4721601,5012546,8182950,5576847
1.54E+12,26341,5148479,4262911,3572257,4523602,4733202,5014208,8184744,5579762
1.54E+12,26342,5149859,4262938,3572949,4524189,4743935,5015844,8186550,5583679
1.54E+12,26343,5149974,4263501,3573500,4525545,4773766,5016410,8187578,5587258
1.54E+12,26344,5150062,4264510,3573958,4526565,4860380,5014895,8187450,5595541
1.54E+12,26345,5149587,4264812,3573654,4526634,4902833,5012535,8185196,5596314
1.54E+12,26346,5149200,4265262,3573009,4526776,4914822,5010937,8183177,5595831
1.54E+12,26347,5148715,4264900,3573375,4526820,4912554,5009420,8182256,5595456
1.54E+12,26348,5148532,4264798,3572988,4526483,4907482,5008767,8180842,5594932
1.54E+12,26349,5148302,4265177,3572968,4526679,4900095,5008341,8180298,5594582
1.54E+12,26350,5148547,4264726,3572469,4526483,4899892,5007127,8180239,5594445
1.54E+12,26351,5148191,4264689,3572724,4526244,4900562,5007017,8179728,5593819
1.54E+12,26352,5148591,4264589,3572666,4526331,4900539,5006087,8179628,5593453
1.54E+12,26353,5147871,4263693,3572823,4525810,4899646,5005588,8180040,5592874
1.54E+12,26354,5147972,4263693,3572304,4526367,4897891,5005423,8180064,5593286
1.54E+12,26355,5148014,4264040,3572751,4525285,4896655,5005772,8179910,5593211
1.54E+12,26356,5147689,4263929,3572391,4524543,4893418,5004691,8180071,5593279
1.54E+12,26357,5148081,4264133,3572123,4525825,4890919,5004668,8180415,5593124
1.54E+12,26358,5147593,4263921,3571731,4525038,4891972,5004924,8180629,5592730
1.54E+12,26359,5148306,4264178,3571923,4525720,4888320,5004741,8180763,5593141
1.54E+12,26360,5147678,4264175,3572100,4525768,4887005,5004484,8180695,5593037
1.54E+12,26361,5147793,4264123,3572852,4524611,4886365,5004503,8181461,5593259
1.54E+12,26362,5147651,4263931,3572278,4524945,4887228,5004452,8182049,5592947
1.54E+12,26363,5148032,4263646,3572208,4523656,4883089,5004760,8181438,5593371
1.54E+12,26364,5148020,4264126,3571474,4525091,4884050,5004324,8181627,5593166
1.54E+12,26365,5148120,4263725,3571500,4524096,4882505,5003930,8181794,5593308
1.54E+12,26366,5147784,4263928,3572003,4524548,4882417,5004077,8181580,5592971
1.54E+12,26367,5147679,4264056,3572002,4525825,4881755,5003953,8182049,5593386
1.54E+12,26368,5147574,4263430,3570853,4524820,4880267,5003780,8182088,5592727
1.54E+12,26369,5147643,4263077,3572006,4523955,4877882,5003418,8181282,5592152
1.54E+12,26370,5147497,4261983,3571509,4524246,4861601,5003716,8181306,5591196
1.54E+12,26371,5148027,4260987,3571019,4521858,4897496,5004201,8181383,5589489
1.54E+12,26372,5147766,4260060,3571074,4521357,4803524,5004513,8181149,5583995
1.54E+12,26373,5147012,4259779,3570270,4520764,4765230,5004384,8179904,5572894
1.54E+12,26374,5147040,4260318,3570599,4522081,4706813,5006625,8181309,5572677
1.54E+12,26375,5146612,4261187,3570711,4521989,4698984,5007482,8182425,5573190
1.54E+12,26376,5147711,4261021,3570671,4521473,4698346,5007979,8182634,5574247
1.54E+12,26377,5147682,4261518,3571354,4521264,4702902,5008726,8183012,5574147
1.54E+12,26378,5147317,4261353,3571828,4521648,4702440,5009248,8182929,5574646
1.54E+12,26379,5148113,4261219,3571055,4522192,4706088,5009569,8182741,5575026
1.54E+12,26380,5148125,4262045,3571234,4521807,4706809,5010358,8182629,5575182
1.54E+12,26381,5147977,4261990,3571980,4522258,4708728,5010080,8182613,5575037
1.54E+12,26382,5147640,4261957,3571722,4522565,4709793,5011072,8182236,5575175
1.54E+12,26383,5148351,4261446,3571613,4522329,4710903,5010517,8181963,5575400
1.54E+12,26384,5147973,4262174,3571541,4522648,4712687,5011428,8182806,5575018
1.54E+12,26385,5149038,4262115,3571260,4522657,4714812,5010953,8182317,5575427
1.54E+12,26386,5148981,4261918,3571578,4521360,4716388,5011414,8182426,5575250
1.54E+12,26387,5148473,4262215,3571524,4521402,4717940,5011261,8181579,5575506
1.54E+12,26392,5148564,4262277,3571418,4521962,4719339,5011942,8181564,5575808
1.54E+12,26393,5148556,4262159,3571504,4522600,4723079,5012606,8182362,5577398
1.54E+12,26394,5148941,4262156,3571935,4523593,4734831,5014340,8184651,5580652
1.54E+12,26395,5149683,4262667,3572424,4524530,4745631,5016016,8186940,5584086
1.54E+12,26396,5150097,4263305,3572838,4526251,4798373,5016308,8188155,5589430
1.54E+12,26397,5149776,4264249,3573504,4526710,4865390,5013653,8185834,5596652
1.54E+12,26398,5149609,4264803,3573156,4527756,4911901,5010904,8184311,5596076
1.54E+12,26399,5149493,4264893,3572435,4527006,4922135,5010854,8182346,5595608
1.54E+12,26400,5149401,4264986,3572769,4527000,4918575,5008869,8181502,5595087
1.54E+12,26401,5149036,4264716,3572805,4525619,4917047,5008366,8181003,5594766
1.54E+12,26402,5148683,4264152,3572698,4526150,4912570,5007457,8181130,5594361
1.54E+12,26403,5148507,4263967,3571980,4526393,4912066,5007088,8180334,5593722
1.54E+12,26404,5148381,4264089,3572289,4526408,4910396,5007027,8180208,5593436
1.54E+12,26405,5148375,4263139,3572055,4526588,4909660,5005912,8179990,5593412
1.54E+12,26406,5148127,4263726,3572311,4526270,4909878,5005688,8179352,5593267
1.54E+12,26407,5148532,4264329,3572248,4525828,4906423,5005456,8179721,5593166
1.54E+12,26408,5148704,4264172,3571841,4525690,4906089,5004824,8179369,5592994
1.54E+12,26409,5148295,4263839,3571536,4525128,4904533,5004190,8180443,5593130
1.54E+12,26410,5147936,4264059,3572081,4525503,4899683,5004457,8180422,5592847
1.54E+12,26411,5147797,4263956,3572032,4525750,4899486,5004662,8180633,5593002
1.54E+12,26412,5148016,4264711,3571965,4525628,4897958,5003771,8180765,5592721
1.54E+12,26413,5147843,4263950,3572219,4526029,4894473,5003968,8181118,5593416
1.54E+12,26414,5147790,4264160,3571348,4525900,4893502,5004417,8180732,5593093
1.54E+12,26415,5147904,4263764,3571254,4526379,4894310,5003758,8181081,5593123
1.54E+12,26416,5147632,4264223,3571828,4525768,4893173,5003600,8181714,5592315
1.54E+12,26417,5147839,4263885,3572017,4526500,4892952,5003355,8181346,5593009
1.54E+12,26418,5147944,4263794,3571796,4525386,4893820,5003583,8181026,5593189
1.54E+12,26419,5147580,4263960,3571282,4526102,4892048,5003428,8181473,5593055
1.54E+12,26420,5148007,4263735,3571375,4525516,4890651,5003482,8181000,5592426
1.54E+12,26421,5147945,4263260,3571763,4524648,4889221,5002684,8180787,5592009
1.54E+12,26422,5147749,4263424,3571022,4524617,4882007,5003162,8181453,5591026
1.54E+12,26423,5147794,4262058,3570987,4524236,4897517,5003543,8181235,5590264
1.54E+12,26424,5148368,4260752,3570560,4523720,4824754,5004575,8181282,5586802
1.54E+12,26425,5147676,4260615,3570262,4521715,4774435,5005432,8180682,5577819
1.54E+12,26426,5146842,4260417,3569631,4520821,4725593,5005656,8181274,5572188
1.54E+12,26427,5147149,4260513,3569984,4520730,4708420,5007585,8182189,5572632
1.54E+12,26428,5147533,4261169,3570617,4521705,4705374,5008502,8182631,5573364
1.54E+12,26429,5147640,4261575,3570849,4521674,4705265,5009119,8182729,5573776
1.54E+12,26430,5147664,4261362,3570526,4522607,4708464,5009447,8182019,5574616
1.54E+12,26431,5147866,4262099,3570637,4521868,4710599,5010004,8182133,5574504
1.54E+12,26432,5147873,4261767,3571409,4521462,4711500,5010273,8182743,5575089
1.54E+12,26433,5147968,4262381,3570657,4521857,4714523,5010760,8182401,5574955
1.54E+12,26434,5148048,4262482,3571123,4521911,4717793,5011470,8181518,5574829
1.54E+12,26435,5148333,4262153,3570919,4522177,4718045,5011339,8182264,5575210
1.54E+12,26436,5148186,4262709,3571091,4521833,4716403,5011611,8181848,5575029
1.54E+12,26437,5148083,4262855,3570818,4522949,4720173,5011708,8181550,5575484
1.54E+12,26438,5147890,4262665,3571504,4522281,4721577,5012303,8181418,5575585
1.54E+12,26439,5148716,4262534,3571144,4522677,4721905,5012101,8181474,5575774
1.54E+12,26440,5148399,4262674,3571301,4522517,4724524,5011581,8180992,5575239
1.54E+12,26441,5148289,4262319,3571497,4522087,4724302,5012078,8181438,5575635
1.54E+12,26442,5148665,4262881,3571909,4523544,4729736,5013264,8182510,5578043
1.54E+12,26443,5149482,4263114,3572461,4524514,4740446,5014739,8185150,5581321
1.54E+12,26444,5150477,4263580,3573033,4525324,4753475,5016332,8186802,5585323
1.54E+12,26445,5150668,4264020,3572921,4526401,4836129,5016261,8187809,5591872
1.54E+12,26446,5149621,4264551,3572502,4527616,4877379,5013709,8185540,5596567
1.54E+12,26447,5149480,4264843,3573018,4526707,4913840,5011225,8183756,5595675
1.54E+12,26448,5149328,4264766,3572835,4526641,4919085,5010225,8181833,5595481
1.54E+12,26449,5149123,4264997,3573142,4527543,4913546,5009027,8181334,5595165
1.54E+12,26450,5148850,4264337,3572836,4525783,4911779,5008123,8180646,5594882
1.54E+12,26451,5148398,4264833,3573525,4524928,4913152,5007236,8180439,5594270
1.54E+12,26452,5148630,4263934,3573007,4525688,4911065,5006911,8180050,5594131
1.54E+12,26453,5148000,4264274,3572199,4525861,4909840,5005884,8179669,5593880
1.54E+12,26454,5147347,4263976,3572377,4525588,4908640,5006332,8180111,5593617
1.54E+12,26455,5148106,4264488,3571715,4525254,4905633,5005324,8180539,5593229
1.54E+12,26460,5147484,4263985,3572567,4525652,4903581,5005196,8179694,5593219
1.54E+12,26461,5147344,4264075,3572640,4525847,4899084,5005463,8180159,5593102
1.54E+12,26462,5147635,4263699,3573200,4525544,4898805,5005393,8179872,5593271
1.54E+12,26463,5148085,4264919,3572307,4526000,4897590,5004884,8180005,5593097
1.54E+12,26464,5147673,4263938,3571711,4526665,4895301,5004364,8180434,5593013
1.54E+12,26465,5147926,4264193,3572763,4525335,4893964,5004700,8180418,5592965
1.54E+12,26466,5147688,4264791,3572782,4526223,4893949,5004369,8180055,5593102
1.54E+12,26467,5147966,4264209,3572273,4525800,4892176,5003665,8181439,5593121
1.54E+12,26468,5147948,4264162,3572203,4526362,4891432,5003978,8181233,5593234
1.54E+12,26469,5147554,4264269,3571919,4525439,4889871,5003805,8181868,5593272
1.54E+12,26470,5147841,4264316,3572651,4526204,4889637,5004004,8181347,5593446
1.54E+12,26471,5148206,4263589,3571345,4525240,4889825,5004397,8181371,5593539
1.54E+12,26472,5147908,4263624,3571967,4525721,4889440,5004013,8181010,5593305
1.54E+12,26473,5147405,4263786,3571688,4524727,4885893,5003437,8181249,5592601
1.54E+12,26474,5147210,4263207,3571336,4524405,4883251,5003477,8180792,5592226
1.54E+12,26475,5147861,4262604,3571710,4523787,4869826,5003954,8180778,5591206
1.54E+12,26476,5147579,4261855,3571519,4522692,4907344,5004027,8181127,5589562
1.54E+12,26477,5148245,4260403,3571194,4523282,4809646,5005151,8181258,5585639
1.54E+12,26478,5147380,4260660,3571027,4521632,4765694,5005047,8179805,5574358
1.54E+12,26479,5146879,4260579,3570479,4520459,4712977,5006456,8181236,5572820
1.54E+12,26480,5147084,4260920,3570813,4520990,4701665,5007884,8181117,5573160
1.54E+12,26481,5147328,4261202,3571159,4521532,4700205,5008654,8182925,5573671
1.54E+12,26482,5147481,4261474,3571834,4521434,4703525,5009356,8181764,5573946
1.54E+12,26483,5147387,4261552,3571323,4521301,4706762,5009895,8182218,5574765
1.54E+12,26484,5147434,4261895,3571097,4521624,4710423,5010391,8182992,5574626
1.54E+12,26485,5148017,4262432,3571267,4520834,4712058,5010707,8183094,5575116
1.54E+12,26486,5148259,4262389,3570969,4521836,4714044,5010589,8183080,5574984
1.54E+12,26487,5147967,4261963,3571047,4521283,4717167,5011055,8183104,5575213
1.54E+12,26488,5148149,4262284,3571641,4522025,4718298,5011269,8181912,5575626
1.54E+12,26489,5148108,4262523,3571445,4521214,4720209,5011915,8181974,5575533
1.54E+12,26490,5147775,4261915,3571305,4521869,4721237,5011281,8181814,5575224
1.54E+12,26491,5148196,4262511,3571338,4521011,4721078,5011954,8181192,5575203
1.54E+12,26492,5148351,4262584,3571355,4521514,4721320,5011839,8181511,5575691
1.54E+12,26493,5148203,4262002,3571604,4521698,4721248,5012050,8180889,5575312
1.54E+12,26494,5148524,4262331,3571686,4522499,4724332,5012975,8181490,5577250
1.54E+12,26495,5149058,4263068,3571885,4523300,4737864,5014538,8184253,5579931
1.54E+12,26496,5149597,4263302,3572730,4523983,4746922,5016048,8186614,5583459
1.54E+12,26497,5149964,4263956,3572701,4525707,4785398,5016526,8187401,5588014
1.54E+12,26498,5149627,4264370,3574003,4526412,4866860,5013573,8186404,5596060
1.54E+12,26499,5149545,4265121,3573922,4526532,4915201,5011134,8184187,5596130
1.54E+12,26500,5149629,4265134,3573267,4526707,4923498,5009854,8182909,5595950
1.54E+12,26501,5149309,4265239,3572784,4527687,4919470,5009697,8181257,5595359
1.54E+12,26502,5148956,4264790,3573018,4526571,4918392,5008303,8180991,5594585
1.54E+12,26503,5148904,4264840,3572304,4526946,4916577,5007916,8180715,5594912
1.54E+12,26504,5149068,4264366,3572295,4526629,4917084,5007267,8180390,5593550
1.54E+12,26505,5148790,4264443,3572492,4526658,4914879,5006789,8179870,5593996
1.54E+12,26506,5148301,4264408,3572463,4525780,4912097,5005699,8179863,5593713
1.54E+12,26507,5147948,4264348,3572199,4524576,4910724,5006168,8180228,5593231
1.54E+12,26508,5147967,4264902,3572165,4526254,4910206,5005307,8179884,5593326
1.54E+12,26509,5148361,4264404,3572250,4526169,4907383,5004943,8180032,5593856
1.54E+12,26510,5147697,4264540,3572525,4526141,4905819,5004899,8179735,5593644
1.54E+12,26511,5147676,4264706,3572266,4526239,4904019,5004238,8180066,5593359
1.54E+12,26512,5147804,4264542,3572400,4525673,4903034,5004120,8180270,5593532
1.54E+12,26513,5147674,4264778,3572244,4525839,4901449,5004117,8180446,5593582
1.54E+12,26514,5147516,4263822,3572150,4525109,4899535,5003973,8180985,5593409
1.54E+12,26515,5148125,4264226,3572593,4525880,4900605,5004069,8181233,5593214
1.54E+12,26516,5148248,4263870,3572895,4525184,4897964,5003957,8181474,5593242
1.54E+12,26517,5148150,4264129,3572161,4525331,4896145,5004081,8181535,5593319
1.54E+12,26518,5147844,4264017,3572502,4524398,4895921,5003372,8182014,5593557
1.54E+12,26519,5147453,4264161,3572218,4524884,4894518,5004182,8182288,5593719
1.54E+12,26520,5147916,4263996,3572558,4525189,4892633,5003527,8181674,5593154
1.54E+12,26521,5148083,4264187,3572471,4525415,4891304,5003048,8181240,5592563
1.54E+12,26522,5147447,4263775,3571995,4524423,4890286,5003294,8181819,5592465
1.54E+12,26523,5147501,4263630,3572398,4524097,4887444,5002394,8181461,5592149
1.54E+12,26528,5147341,4262848,3571666,4522740,4867551,5002685,8181385,5591143
1.54E+12,26529,5147809,4261869,3571075,4521892,4894635,5004328,8180877,5589051
1.54E+12,26530,5148065,4260547,3570123,4521142,4786056,5004302,8180886,5583893
1.54E+12,26531,5147591,4260826,3570845,4520992,4755207,5004894,8180126,5572458
1.54E+12,26532,5146817,4260739,3570878,4520824,4705751,5006622,8181388,5572959
1.54E+12,26533,5147573,4261378,3571067,4521333,4701153,5006886,8182165,5573760
1.54E+12,26534,5147293,4261469,3571369,4520502,4703202,5008159,8182063,5573667
1.54E+12,26535,5147625,4261746,3571249,4520259,4704653,5008810,8181819,5574548
1.54E+12,26536,5147314,4261857,3571631,4520939,4706586,5008944,8182331,5574724
1.54E+12,26537,5147927,4262074,3571017,4521382,4707326,5009910,8182532,5574686
1.54E+12,26538,5147926,4261880,3571071,4521120,4711290,5009787,8181787,5575122
1.54E+12,26539,5148123,4262129,3571257,4521197,4714684,5010174,8183042,5575258
1.54E+12,26540,5148163,4261932,3570950,4521164,4716104,5010942,8181667,5575381
